SKU;Producto;Fecha;TipoOperacion;Entrada;Salida;Saldo;Documento;Mes
730522;Micropolar M/L Negro T/M;2026-06-01;99;0.0;11.0;1399.0;00 0000111218;2026-06
730522;Micropolar M/L Negro T/M;2026-06-01;11;0.0;20.0;1379.0;00 0000005182;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;24.0;1517.0;00 0000111187;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;2.0;1515.0;00 0000111193;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;10.0;1505.0;00 0000111230;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;14.0;1491.0;00 0000111231;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;2.0;1489.0;00 0000002940;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;3.0;1486.0;00 0000000584;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;1.0;1485.0;00 0000111324;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;5.0;1480.0;00 0000111308;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;99;0.0;11.0;1469.0;00 0000111218;2026-06
730523;Micropolar M/L Negro T/L;2026-06-01;11;0.0;20.0;1449.0;00 0000005182;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;99;0.0;22.0;1252.0;00 0000111187;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;99;0.0;10.0;1242.0;00 0000111230;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;99;0.0;7.0;1235.0;00 0000111231;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;99;0.0;4.0;1231.0;00 0000000584;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;99;0.0;1.0;1230.0;00 0000111301;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;99;0.0;9.0;1221.0;00 0000111218;2026-06
730524;Micropolar M/L Negro T/XL;2026-06-01;11;0.0;50.0;1171.0;00 0000005182;2026-06
730525;Micropolar M/L Negro T/XXL;2026-06-01;99;0.0;7.0;674.0;00 0000111187;2026-06
730525;Micropolar M/L Negro T/XXL;2026-06-01;99;0.0;1.0;673.0;00 0000111193;2026-06
730525;Micropolar M/L Negro T/XXL;2026-06-01;99;0.0;2.0;671.0;00 0000111231;2026-06
730525;Micropolar M/L Negro T/XXL;2026-06-01;99;0.0;2.0;669.0;00 0000111308;2026-06
730525;Micropolar M/L Negro T/XXL;2026-06-01;99;0.0;5.0;664.0;00 0000111218;2026-06
730526;Micropolar M/L Negro T/XXXL;2026-06-01;99;1.0;0.0;196.0;00 006667;2026-06
730526;Micropolar M/L Negro T/XXXL;2026-06-01;99;0.0;2.0;194.0;00 0000111187;2026-06
730527;Micropolar M/L Negro T/XXXXL;2026-06-01;99;0.0;1.0;50.0;00 0000000581;2026-06
730527;Micropolar M/L Negro T/XXXXL;2026-06-01;99;0.0;3.0;47.0;00 0000501543;2026-06
730527;Micropolar M/L Negro T/XXXXL;2026-06-01;99;0.0;1.0;46.0;00 0000508686;2026-06
730721;Micropolar M/L Rey T/S;2026-06-01;11;0.0;17.0;39.0;00 0000010762;2026-06
730721;Micropolar M/L Rey T/S;2026-06-01;11;0.0;39.0;0.0;00 0000010768;2026-06
730722;Micropolar M/L Rey T/M;2026-06-01;99;0.0;20.0;35.0;00 0000111182;2026-06
730723;Micropolar M/L Rey T/L;2026-06-01;99;0.0;20.0;251.0;00 0000111182;2026-06
730724;Micropolar M/L Rey T/XL;2026-06-01;99;0.0;20.0;238.0;00 0000111182;2026-06
730724;Micropolar M/L Rey T/XL;2026-06-01;99;0.0;11.0;227.0;00 0000111214;2026-06
730725;Micropolar M/L Rey T/XXL;2026-06-01;99;0.0;20.0;93.0;00 0000111182;2026-06
730821;Micropolar M/L Botella T/S;2026-06-01;99;0.0;2.0;71.0;00 0000111273;2026-06
730822;Micropolar M/L Botella T/M;2026-06-01;99;0.0;20.0;166.0;00 0000000582;2026-06
730822;Micropolar M/L Botella T/M;2026-06-01;99;0.0;12.0;154.0;00 0000111273;2026-06
730823;Micropolar M/L Botella T/L;2026-06-01;99;0.0;9.0;214.0;00 0000111273;2026-06
730824;Micropolar M/L Botella T/XL;2026-06-01;99;0.0;13.0;145.0;00 0000111273;2026-06
730825;Micropolar M/L Botella T/XXL;2026-06-01;99;0.0;2.0;73.0;00 0000111308;2026-06
730826;Micropolar M/L Botella T/XXXL;2026-06-01;99;0.0;4.0;22.0;00 0000111308;2026-06
740224;Micropolar M/L Mujer Gris T/XL;2026-06-01;99;0.0;2.0;206.0;00 0000111231;2026-06
740321;Micropolar M/L Mujer Rojo T/S;2026-06-01;99;0.0;2.0;165.0;00 0000111194;2026-06
740321;Micropolar M/L Mujer Rojo T/S;2026-06-01;99;0.0;7.0;158.0;00 0000111240;2026-06
740322;Micropolar M/L Mujer Rojo T/M;2026-06-01;99;0.0;12.0;208.0;00 0000111240;2026-06
740323;Micropolar M/L Mujer Rojo T/L;2026-06-01;99;0.0;3.0;227.0;00 0000111240;2026-06
740324;Micropolar M/L Mujer Rojo T/XL;2026-06-01;99;0.0;1.0;179.0;00 0000111240;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;21;40.0;0.0;167.0;00 0000011529;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;99;0.0;2.0;165.0;00 0000111231;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;99;0.0;1.0;164.0;00 0000000587;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;99;0.0;3.0;161.0;00 0000508698;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;99;0.0;6.0;155.0;00 0000111314;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;99;0.0;1.0;154.0;00 0000508676;2026-06
740421;Micropolar M/L Mujer Marino T/S;2026-06-01;99;0.0;1.0;153.0;00 0000111318;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;21;40.0;0.0;921.0;00 0000011529;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;7.0;914.0;00 0000111231;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;5.0;909.0;00 0000111240;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;7.0;902.0;00 0000000579;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;4.0;898.0;00 0000111265;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;1.0;897.0;00 0000111301;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;3.0;894.0;00 0000111314;2026-06
740422;Micropolar M/L Mujer Marino T/M;2026-06-01;99;0.0;2.0;892.0;00 0000111318;2026-06
740423;Micropolar M/L Mujer Marino T/L;2026-06-01;21;40.0;0.0;1088.0;00 0000011529;2026-06
740423;Micropolar M/L Mujer Marino T/L;2026-06-01;99;0.0;2.0;1086.0;00 0000111231;2026-06
740423;Micropolar M/L Mujer Marino T/L;2026-06-01;99;0.0;2.0;1084.0;00 0000111240;2026-06
740423;Micropolar M/L Mujer Marino T/L;2026-06-01;99;0.0;3.0;1081.0;00 0000000579;2026-06
740423;Micropolar M/L Mujer Marino T/L;2026-06-01;99;0.0;3.0;1078.0;00 0000111265;2026-06
740423;Micropolar M/L Mujer Marino T/L;2026-06-01;99;0.0;2.0;1076.0;00 0000111314;2026-06
740424;Micropolar M/L Mujer Marino T/XL;2026-06-01;21;20.0;0.0;803.0;00 0000011529;2026-06
740424;Micropolar M/L Mujer Marino T/XL;2026-06-01;99;0.0;3.0;800.0;00 0000000579;2026-06
740424;Micropolar M/L Mujer Marino T/XL;2026-06-01;99;0.0;5.0;795.0;00 0000111265;2026-06
740424;Micropolar M/L Mujer Marino T/XL;2026-06-01;99;0.0;1.0;794.0;00 0000000587;2026-06
740424;Micropolar M/L Mujer Marino T/XL;2026-06-01;99;0.0;1.0;793.0;00 0000111314;2026-06
740425;Micropolar M/L Mujer Marino T/XXL;2026-06-01;99;0.0;1.0;251.0;00 0000111240;2026-06
740425;Micropolar M/L Mujer Marino T/XXL;2026-06-01;99;0.0;1.0;250.0;00 0000111265;2026-06
740521;Micropolar M/L Mujer Negro T/S;2026-06-01;99;1.0;0.0;506.0;00 006667;2026-06
740521;Micropolar M/L Mujer Negro T/S;2026-06-01;99;0.0;2.0;504.0;00 0000111240;2026-06
740521;Micropolar M/L Mujer Negro T/S;2026-06-01;99;0.0;280.0;224.0;00 0000000582;2026-06
740522;Micropolar M/L Mujer Negro T/M;2026-06-01;99;0.0;2.0;634.0;00 0000111187;2026-06
740522;Micropolar M/L Mujer Negro T/M;2026-06-01;99;0.0;4.0;630.0;00 0000000543;2026-06
740522;Micropolar M/L Mujer Negro T/M;2026-06-01;99;0.0;3.0;627.0;00 0000111231;2026-06
740522;Micropolar M/L Mujer Negro T/M;2026-06-01;99;0.0;2.0;625.0;00 0000111266;2026-06
740522;Micropolar M/L Mujer Negro T/M;2026-06-01;99;0.0;2.0;623.0;00 0000111307;2026-06
740522;Micropolar M/L Mujer Negro T/M;2026-06-01;99;0.0;1.0;622.0;00 0000111317;2026-06
740523;Micropolar M/L Mujer Negro T/L;2026-06-01;99;0.0;2.0;499.0;00 0000111231;2026-06
740523;Micropolar M/L Mujer Negro T/L;2026-06-01;99;0.0;2.0;497.0;00 0000111266;2026-06
740523;Micropolar M/L Mujer Negro T/L;2026-06-01;99;0.0;1.0;496.0;00 0000000584;2026-06
740523;Micropolar M/L Mujer Negro T/L;2026-06-01;99;0.0;2.0;494.0;00 0000111307;2026-06
740524;Micropolar M/L Mujer Negro T/XL;2026-06-01;99;0.0;3.0;643.0;00 0000111187;2026-06
740524;Micropolar M/L Mujer Negro T/XL;2026-06-01;99;0.0;4.0;639.0;00 0000111266;2026-06
740524;Micropolar M/L Mujer Negro T/XL;2026-06-01;99;0.0;1.0;638.0;00 0000000584;2026-06
740821;Micropolar M/L Mujer Verde Botellal T/S;2026-06-01;21;40.0;0.0;66.0;00 0000011530;2026-06
740822;Micropolar M/L Mujer Verde Botellal T/M;2026-06-01;21;80.0;0.0;96.0;00 0000011530;2026-06
820321;Casaca C/Polar Rojo T/S;2026-06-01;99;0.0;5.0;46.0;00 0000111249;2026-06
820322;Casaca C/Polar Rojo T/M;2026-06-01;99;0.0;35.0;25.0;00 0000111249;2026-06
820323;Casaca C/Polar Rojo T/L;2026-06-01;99;0.0;20.0;91.0;00 0000111249;2026-06
820324;Casaca C/Polar Rojo T/XL;2026-06-01;99;0.0;4.0;31.0;00 0000111249;2026-06
820325;Casaca C/Polar Rojo T/XXL;2026-06-01;99;0.0;15.0;71.0;00 0000111249;2026-06
820421;Casaca C/Polar Marino T/S;2026-06-01;99;0.0;1.0;51.0;00 0000111179;2026-06
820421;Casaca C/Polar Marino T/S;2026-06-01;99;0.0;2.0;49.0;00 0000508700;2026-06
820422;Casaca C/Polar Marino T/M;2026-06-01;99;0.0;7.0;124.0;00 0000111179;2026-06
820423;Casaca C/Polar Marino T/L;2026-06-01;99;0.0;2.0;149.0;00 0000111179;2026-06
820423;Casaca C/Polar Marino T/L;2026-06-01;99;0.0;1.0;148.0;00 0000508700;2026-06
820424;Casaca C/Polar Marino T/XL;2026-06-01;99;0.0;4.0;119.0;00 0000111179;2026-06
820425;Casaca C/Polar Marino T/XXL;2026-06-01;99;0.0;2.0;71.0;00 0000111179;2026-06
820523;Casaca C/Polar Negro T/L;2026-06-01;99;0.0;1.0;17.0;00 0000002941;2026-06
820822;Casaca C/Polar Verde T/M;2026-06-01;99;0.0;1.0;1.0;00 0000508700;2026-06
830322;Cortaviento NM Rojo T/M;2026-06-01;99;0.0;3.0;124.0;00 0000501545;2026-06
830422;Cortaviento NM Marino T/M;2026-06-01;99;0.0;1.0;102.0;00 0000508654;2026-06
830422;Cortaviento NM Marino T/M;2026-06-01;99;0.0;2.0;100.0;00 0000508700;2026-06
830423;Cortaviento NM Marino T/L;2026-06-01;99;0.0;1.0;159.0;00 0000000540;2026-06
830423;Cortaviento NM Marino T/L;2026-06-01;99;0.0;1.0;158.0;00 0000508654;2026-06
830423;Cortaviento NM Marino T/L;2026-06-01;99;0.0;2.0;156.0;00 0000508700;2026-06
830424;Cortaviento NM Marino T/XL;2026-06-01;99;0.0;2.0;165.0;00 0000508700;2026-06
830425;Cortaviento NM Marino T/XXL;2026-06-01;99;0.0;1.0;51.0;00 0000000540;2026-06
830522;Cortaviento NM Negro T/M;2026-06-01;99;0.0;2.0;184.0;00 0000111179;2026-06
830523;Cortaviento NM Negro T/L;2026-06-01;99;0.0;8.0;186.0;00 0000111179;2026-06
830523;Cortaviento NM Negro T/L;2026-06-01;99;0.0;1.0;185.0;00 0000508654;2026-06
830525;Cortaviento NM Negro T/XXL;2026-06-01;99;0.0;2.0;82.0;00 0000111179;2026-06
830722;Cortaviento NM Royal T/M;2026-06-01;99;0.0;2.0;81.0;00 0000508692;2026-06
830722;Cortaviento NM Royal T/M;2026-06-01;99;0.0;1.0;80.0;00 0000508700;2026-06
830723;Cortaviento NM Royal T/L;2026-06-01;99;0.0;2.0;67.0;00 0000508692;2026-06
830724;Cortaviento NM Royal T/XL;2026-06-01;99;0.0;2.0;94.0;00 0000508692;2026-06
830725;Cortaviento NM Royal T/XXL;2026-06-01;99;0.0;1.0;23.0;00 0000508692;2026-06
831424;CORTAVIENTO NM GRIS ACERO T/XL;2026-06-01;99;0.0;2.0;37.0;00 0000508654;2026-06
850524;Softshell Hombre Negro T/XL;2026-06-01;99;0.0;1.0;43.0;00 0000111301;2026-06
850525;Softshell Hombre Negro T/XXL;2026-06-01;99;0.0;1.0;19.0;00 0000111301;2026-06
9001425;Parka Tipo Pluma Hombre Light Gris Acero T/XXL;2026-06-01;11;0.0;15.0;39.0;00 0000010756;2026-06
940523;Parka 3 En 1 Imper Negro Mujer T/L;2026-06-01;99;0.0;3.0;92.0;00 0000000549;2026-06
950322;Chaqueta Termica Imperm Hombre Rojo T/M;2026-06-01;99;0.0;3.0;62.0;00 0000111231;2026-06
950323;Chaqueta Termica Imperm Hombre Rojo T/L;2026-06-01;99;0.0;6.0;45.0;00 0000111231;2026-06
950324;Chaqueta Termica Imperm Hombre Rojo T/XL;2026-06-01;99;0.0;4.0;34.0;00 0000111231;2026-06
950325;Chaqueta Termica Imperm Hombre Rojo T/XXL;2026-06-01;99;0.0;1.0;30.0;00 0000111231;2026-06
960423;Softshell Basica Hombre Marino T/L;2026-06-01;99;0.0;3.0;342.0;00 0000111185;2026-06
960423;Softshell Basica Hombre Marino T/L;2026-06-01;99;0.0;11.0;331.0;00 0000111274;2026-06
960522;Softshell Basica Hombre Negro T/M;2026-06-01;99;0.0;1.0;258.0;00 0000111183;2026-06
960523;Softshell Basica Hombre Negro T/L;2026-06-01;99;0.0;3.0;271.0;00 0000111197;2026-06
960523;Softshell Basica Hombre Negro T/L;2026-06-01;99;0.0;1.0;270.0;00 0000000555;2026-06
960524;Softshell Basica Hombre Negro T/XL;2026-06-01;99;0.0;1.0;198.0;00 0000508704;2026-06
960524;Softshell Basica Hombre Negro T/XL;2026-06-01;99;0.0;1.0;197.0;00 0000000580;2026-06
970422;Softshell Básica Mujer Azul Marino T/M;2026-06-01;21;60.0;0.0;74.0;00 0000011530;2026-06
970423;Softshell Básica Mujer Azul Marino T/L;2026-06-01;21;40.0;0.0;64.0;00 0000011530;2026-06
970521;Softshell Básica Mujer Negro T/S;2026-06-01;99;0.0;1.0;45.0;00 0000111197;2026-06
970523;Softshell Básica Mujer Negro T/L;2026-06-01;99;0.0;1.0;67.0;00 0000111197;2026-06
970524;Softshell Básica Mujer Negro T/XL;2026-06-01;99;0.0;1.0;46.0;00 0000111197;2026-06
970525;Softshell Básica Mujer Negro T/XXL;2026-06-01;99;0.0;1.0;40.0;00 0000111197;2026-06
970525;Softshell Básica Mujer Negro T/XXL;2026-06-01;99;0.0;1.0;39.0;00 0000508704;2026-06
CT20053;Calcetín Algodón-Cobre Worklight T/L;2026-06-01;99;0.0;2.0;216.0;00 0000000565;2026-06
M01043;Botin Beige Nº43;2026-06-01;21;2.0;0.0;11.0;00 0000011537;2026-06
M01043;Botin Beige Nº43;2026-06-01;99;0.0;1.0;10.0;00 0000002940;2026-06
NP-540121;Blusa Oxford M/L Blanco T/S;2026-06-01;99;0.0;2.0;45.0;00 0000111184;2026-06
NP-540121;Blusa Oxford M/L Blanco T/S;2026-06-01;99;0.0;45.0;0.0;00 0000111296;2026-06
NP-540122;Blusa Oxford M/L Blanco T/M;2026-06-01;99;0.0;2.0;73.0;00 0000111184;2026-06
NP-540122;Blusa Oxford M/L Blanco T/M;2026-06-01;99;0.0;63.0;10.0;00 0000111296;2026-06
NP-540123;Blusa Oxford M/L Blanco T/L;2026-06-01;99;0.0;4.0;150.0;00 0000000558;2026-06
NP-540123;Blusa Oxford M/L Blanco T/L;2026-06-01;99;0.0;126.0;24.0;00 0000111296;2026-06
NP-540124;Blusa Oxford M/L Blanco T/XL;2026-06-01;99;0.0;26.0;1.0;00 0000111296;2026-06
NP-540125;Blusa Oxford M/L Blanco T/XXL;2026-06-01;99;0.0;27.0;0.0;00 0000111296;2026-06
NP-540126;Blusa Oxford M/L Blanco T/XXXL;2026-06-01;99;0.0;15.0;1.0;00 0000111296;2026-06
NP-540512;BlusaTrevira M/L Negra T/M;2026-06-01;99;0.0;50.0;19.0;00 0000111294;2026-06
NP-540513;BlusaTrevira M/L Negra T/L;2026-06-01;99;0.0;64.0;2.0;00 0000111294;2026-06
NP-540515;BlusaTrevira M/L Negra T/XXL;2026-06-01;99;0.0;8.0;0.0;00 0000111294;2026-06
NP-540522;Blusa Oxford M/L Negra T/M;2026-06-01;99;0.0;2.0;80.0;00 0000111290;2026-06
NP-540524;Blusa Oxford M/L Negra T/XL;2026-06-01;99;0.0;4.0;35.0;00 0000111236;2026-06
NP-541122;Blusa Oxford M/L Celeste T/M;2026-06-01;99;0.0;20.0;8.0;00 0000000593;2026-06
NP-541123;Blusa Oxford M/L Celeste T/L;2026-06-01;99;0.0;20.0;154.0;00 0000000593;2026-06
NP-541123;Blusa Oxford M/L Celeste T/L;2026-06-01;11;0.0;23.0;131.0;00 0000010762;2026-06
NP-541124;Blusa Oxford M/L Celeste T/XL;2026-06-01;99;0.0;10.0;47.0;00 0000000593;2026-06
NP-550121;Camisa Oxford M/L Blanco T/S;2026-06-01;99;0.0;9.0;61.0;00 0000111296;2026-06
NP-550122;Camisa Oxford M/L Blanco T/M;2026-06-01;99;0.0;9.0;370.0;00 0000111296;2026-06
NP-550123;Camisa Oxford M/L Blanco T/L;2026-06-01;99;0.0;9.0;359.0;00 0000111296;2026-06
NP-550124;Camisa Oxford M/L Blanco T/XL;2026-06-01;99;0.0;24.0;13.0;00 0000111316;2026-06
NP-550124;Camisa Oxford M/L Blanco T/XL;2026-06-01;99;0.0;9.0;4.0;00 0000111296;2026-06
NP-550125;Camisa Oxford M/L Blanco T/XXL;2026-06-01;99;0.0;6.0;145.0;00 0000111296;2026-06
NP-550125;Camisa Oxford M/L Blanco T/XXL;2026-06-01;11;0.0;31.0;114.0;00 0000010762;2026-06
NP-550521;Camisa Oxford M/L Negro T/S;2026-06-01;99;0.0;10.0;103.0;00 0000000576;2026-06
NP-550522;Camisa Oxford M/L Negro T/M;2026-06-01;99;2.0;0.0;56.0;00 006661;2026-06
NP-550522;Camisa Oxford M/L Negro T/M;2026-06-01;99;0.0;7.0;49.0;00 0000111231;2026-06
NP-550522;Camisa Oxford M/L Negro T/M;2026-06-01;99;0.0;30.0;19.0;00 0000000576;2026-06
NP-550523;Camisa Oxford M/L Negro T/L;2026-06-01;99;0.0;16.0;625.0;00 0000111231;2026-06
NP-550523;Camisa Oxford M/L Negro T/L;2026-06-01;99;0.0;60.0;565.0;00 0000000576;2026-06
NP-550524;Camisa Oxford M/L Negro T/XL;2026-06-01;99;2.0;0.0;447.0;00 006661;2026-06
NP-550524;Camisa Oxford M/L Negro T/XL;2026-06-01;99;0.0;7.0;440.0;00 0000111231;2026-06
NP-550524;Camisa Oxford M/L Negro T/XL;2026-06-01;99;0.0;60.0;380.0;00 0000000576;2026-06
NP-550525;Camisa Oxford M/L Negro T/XXL;2026-06-01;99;0.0;2.0;143.0;00 0000111231;2026-06
NP-550525;Camisa Oxford M/L Negro T/XXL;2026-06-01;99;0.0;30.0;113.0;00 0000000576;2026-06
NP-551111;Camisa MTX M/L 50-50 Celeste T/S;2026-06-01;99;0.0;1.0;0.0;00 0000111315;2026-06
NP-551112;Camisa MTX M/L 50-50 Celeste T/M;2026-06-01;99;0.0;4.0;76.0;00 0000111315;2026-06
NP-551113;Camisa MTX M/L 50-50 Celeste T/L;2026-06-01;99;0.0;8.0;134.0;00 0000111315;2026-06
NP-551122;Camisa Oxford M/L Celeste T/M;2026-06-01;21;96.0;0.0;123.0;00 0000011540;2026-06
NP-560421;Camisa Mezclilla M/L T/S;2026-06-01;99;0.0;20.0;109.0;00 0000000568;2026-06
NP-560422;Camisa Mezclilla M/L T/M;2026-06-01;99;0.0;30.0;120.0;00 0000000568;2026-06
NP-560423;Camisa Mezclilla M/L T/L;2026-06-01;99;0.0;30.0;310.0;00 0000000568;2026-06
NP-560423;Camisa Mezclilla M/L T/L;2026-06-01;99;0.0;2.0;308.0;00 0000111290;2026-06
NP-560424;Camisa Mezclilla M/L T/XL;2026-06-01;99;0.0;20.0;19.0;00 0000000568;2026-06
NP-560424;Camisa Mezclilla M/L T/XL;2026-06-01;99;0.0;4.0;15.0;00 0000111290;2026-06
NP-560425;Camisa Mezclilla M/L T/XXL;2026-06-01;99;0.0;8.0;42.0;00 0000000568;2026-06
NP-560425;Camisa Mezclilla M/L T/XXL;2026-06-01;99;0.0;3.0;39.0;00 0000111290;2026-06
NP-9005;Jockey Denim Negro;2026-06-01;99;0.0;15.0;564.0;00 0000111179;2026-06
NP-9308;Legionario Botella;2026-06-01;99;0.0;40.0;227.0;00 0000000561;2026-06
NP-9332;Legionario Amarillo Flúor;2026-06-01;99;0.0;18.0;330.0;00 0000111309;2026-06
X01141;Zapato De Seguridad Llaima anti-clavo cafe T/41;2026-06-01;99;0.0;1.0;20.0;00 0000111226;2026-06
10000802;PARKA TAURUS DWR TERMICO MUJER VERDE MUSGO T/M;2026-06-02;99;2.0;0.0;34.0;00 006706;2026-06
10000802;PARKA TAURUS DWR TERMICO MUJER VERDE MUSGO T/M;2026-06-02;99;3.0;0.0;37.0;00 006706;2026-06
10000802;PARKA TAURUS DWR TERMICO MUJER VERDE MUSGO T/M;2026-06-02;99;0.0;1.0;36.0;00 0000000603;2026-06
10000803;PARKA TAURUS DWR TERMICO MUJER VERDE MUSGO T/L;2026-06-02;99;1.0;0.0;34.0;00 006706;2026-06
10000803;PARKA TAURUS DWR TERMICO MUJER VERDE MUSGO T/L;2026-06-02;99;0.0;3.0;31.0;00 0000000606;2026-06
10000804;PARKA TAURUS DWR TERMICO MUJER VERDE MUSGO T/XL;2026-06-02;99;4.0;0.0;28.0;00 006706;2026-06
10010802;PARKA TAURUS DWR TERMICO HOMBRE VERDE MUSGO T/M;2026-06-02;99;0.0;2.0;38.0;00 0000000606;2026-06
10010802;PARKA TAURUS DWR TERMICO HOMBRE VERDE MUSGO T/M;2026-06-02;99;0.0;1.0;37.0;00 0000111455;2026-06
10010803;PARKA TAURUS DWR TERMICO HOMBRE VERDE MUSGO T/L;2026-06-02;99;0.0;3.0;79.0;00 0000000606;2026-06
10010803;PARKA TAURUS DWR TERMICO HOMBRE VERDE MUSGO T/L;2026-06-02;99;0.0;8.0;71.0;00 0000111455;2026-06
10010804;PARKA TAURUS DWR TERMICO HOMBRE VERDE MUSGO T/XL;2026-06-02;99;0.0;2.0;78.0;00 0000000606;2026-06
10010804;PARKA TAURUS DWR TERMICO HOMBRE VERDE MUSGO T/XL;2026-06-02;99;0.0;6.0;72.0;00 0000111455;2026-06
100121;Polo M/C Blanco 175 T/S;2026-06-02;99;0.0;2.0;352.0;00 0000508768;2026-06
100122;Polo M/C Blanco 175 T/M;2026-06-02;99;0.0;4.0;909.0;00 0000508768;2026-06
100123;Polo M/C Blanco 175 T/L;2026-06-02;99;0.0;4.0;1007.0;00 0000508768;2026-06
10020201;PARKA ALPES TERMICO/IMPERMEABLE MUJER GRIS MEDIO T/S;2026-06-02;99;0.0;1.0;11.0;00 0000111430;2026-06
10020202;PARKA ALPES TERMICO/IMPERMEABLE MUJER GRIS MEDIO T/M;2026-06-02;99;2.0;0.0;22.0;00 006695;2026-06
10020203;PARKA ALPES TERMICO/IMPERMEABLE MUJER GRIS MEDIO T/L;2026-06-02;99;2.0;0.0;66.0;00 006695;2026-06
10020402;PARKA ALPES TERMICO/IMPERMEABLE MUJER AZUL MARINO T/M;2026-06-02;99;0.0;1.0;86.0;00 0000111352;2026-06
10020403;PARKA ALPES TERMICO/IMPERMEABLE MUJER AZUL MARINO T/L;2026-06-02;99;0.0;1.0;102.0;00 0000111352;2026-06
10030203;PARKA ALPES TERMICO/IMPERMEABLE HOMBRE GRIS MEDIO T/L;2026-06-02;11;0.0;2.0;39.0;00 0000010784;2026-06
10030401;PARKA ALPES TERMICO/IMPERMEABLE HOMBRE AZUL MARINO T/S;2026-06-02;99;0.0;1.0;23.0;00 0000111352;2026-06
10040403;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR AZUL T/L;2026-06-02;99;0.0;15.0;26.0;00 0000002002;2026-06
10040404;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR AZUL T/XL;2026-06-02;99;0.0;15.0;39.0;00 0000002002;2026-06
10040406;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR AZUL T/3XL;2026-06-02;99;0.0;15.0;15.0;00 0000002002;2026-06
10040502;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR NEGRO T/M;2026-06-02;99;2.0;0.0;22.0;00 006674;2026-06
10040503;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR NEGRO T/L;2026-06-02;99;0.0;2.0;25.0;00 0000111394;2026-06
10040505;CHAQUETA PIRINEOS TERMICO MUJER BICOLOR NEGRO T/2XL;2026-06-02;99;0.0;1.0;6.0;00 0000111413;2026-06
100422;Polo M/C Marino 175 T/M;2026-06-02;99;0.0;4.0;482.0;00 0000508752;2026-06
100424;Polo M/C Marino 175 T/XL;2026-06-02;99;0.0;3.0;523.0;00 0000508752;2026-06
100424;Polo M/C Marino 175 T/XL;2026-06-02;99;0.0;4.0;519.0;00 0000508796;2026-06
10050502;CHAQUETA PIRINEOS TERMICO HOMBRE BICOLOR NEGRO T/M;2026-06-02;99;0.0;1.0;77.0;00 0000000650;2026-06
100523;Polo M/C Negro 175 T/L;2026-06-02;99;0.0;10.0;908.0;00 0000111368;2026-06
100721;Polo M/C Rey 175 T/S;2026-06-02;11;0.0;50.0;199.0;00 0000010779;2026-06
100724;Polo M/C Rey 175 T/XL;2026-06-02;11;0.0;70.0;203.0;00 0000010779;2026-06
1040421;Parka 3 en 1 FOREST Hombre Azul Marino T/S;2026-06-02;99;0.0;1.0;35.0;00 0000111331;2026-06
1040421;Parka 3 en 1 FOREST Hombre Azul Marino T/S;2026-06-02;11;0.0;35.0;0.0;00 0000005189;2026-06
1040422;Parka 3 en 1 FOREST Hombre Azul Marino T/M;2026-06-02;99;0.0;4.0;82.0;00 0000111331;2026-06
1040422;Parka 3 en 1 FOREST Hombre Azul Marino T/M;2026-06-02;11;0.0;82.0;0.0;00 0000005189;2026-06
1040423;Parka 3 en 1 FOREST Hombre Azul Marino T/L;2026-06-02;99;0.0;3.0;101.0;00 0000111331;2026-06
